,movieCd,movieNm,point,viewer
21181,20173694,지오스톰,7.44,"1,028,384 명"
21185,20173806,노 게임 노 라이프 -제로-,7.22,"91,262 명"
21229,20176761,잠깐만 회사 좀 관두고 올게,8.15,"35,529 명"
21240,20175121,토르: 라그나로크,8.84,"4,858,572 명"
21242,20171024,너의 췌장을 먹고 싶어,8.25,"52,413 명"
21248,20164481,유리정원,3.68,"22,752 명"
21254,20175208,뷰티풀 투모로우,9.28,"63,279 명"
21276,20174103,배저로와 친구들: 신비한 모험,7.09,"26,185 명"
21309,20177342,내게 남은 사랑을,8.18,"28,355 명"
21315,20070454,원스,8.99,"271,445 명"
21322,20169643,침묵,7.83,"494,097 명"
21324,20173724,직쏘,7.27,"112,237 명"
21328,20173612,메소드,8.29,"26,651 명"
21346,20174902,신서유기 : 몽키킹의 부활,7.36,"18,247 명"
21366,20161681,미옥,4.94,"242,737 명"
21369,20173804,배드 지니어스,8.61,"17,943 명"
21379,20173931,리빙보이 인 뉴욕,7.39,"30,379 명"
21382,20174622,해피 데스데이,8.19,"412,850 명"
21395,20175441,채비,8.72,"177,439 명"
21397,20179942,러빙 빈센트,9.22,"25,527 명"
21417,20175244,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 ,8.64,"65,992 명"
21438,20165748,꾼,7.61,"4,018,341 명"
21450,20168221,저스티스 리그,7.71,"1,786,388 명"
21452,20168754,7호실,6.55,"348,017 명"
21466,20175611,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,7.08,"43,864 명"
21528,20174222,키드냅,6.66,"27,926 명"
21535,20173903,역모-반란의 시대,3.77,"30,116 명"
21538,20174778,하이큐!! 재능과 센스,9.12,"43,487 명"
21555,20175223,래빗 스쿨,8.83,"55,784 명"
21557,20175288,피터와 모글리의 크리스마스 어드벤처,7.05,0
21579,20173581,기억의 밤,8.16,"1,387,779 명"
21592,20178581,오리엔트 특급 살인,7.99,"864,757 명"
21593,20161762,반드시 잡는다,7.46,"446,780 명"
21595,20040695,이프 온리,인도,"1,021,632 명"
21619,20080349,버킷 리스트:죽기전에 꼭 하고싶은것들,9.09,"295,214 명"
21639,20174073,빅 배드 폭스,8.79,0
21649,20170272,산상수훈,6.35,"55,033 명"
21669,20175903,은혼,8.42,"4,574 명"
21672,20174585,메리와 마녀의 꽃,7.08,"535,669 명"
21673,20173693,어쌔신: 더 비기닝,6.93,"205,544 명"
21675,20174846,뽀로로 극장판 공룡섬 대모험,9.18,"827,338 명"
21718,20170402,강철비,8.34,"4,452,850 명"
21741,20170443,스타워즈: 라스트 제다이,6.45,"959,578 명"
21746,20150976,신과함께-죄와 벌,7.83,"14,411,775 명"
21747,20175481,튤립 피버,7.39,"53,121 명"
21749,20176367,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,7.91,"59,375 명"
21795,20170590,1987,9.22,"7,232,387 명"
21802,20179462,위대한 쇼맨,9.39,"1,403,026 명"
21814,20174965,극장판 포켓몬스터 너로 정했다!,8.85,"509,555 명"
21815,20176082,몬스터 패밀리,8.31,"397,649 명"
21818,20176022,더 크리스마스,9.06,"65,460 명"
21829,20176049,패터슨,8.30,"68,008 명"
21874,20176947,원더,9.49,"266,983 명"
21888,20177479,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,8.15,"56,539 명"
21942,20171909,쥬만지: 새로운 세계,7.89,"1,711,270 명"
21943,20177104,페르디난드,8.88,"535,448 명"
21998,20179985,코코,9.29,"3,513,114 명"
22016,20176104,그것만이 내 세상,8.91,"3,420,199 명"
22024,20173547,다운사이징,5.27,"150,346 명"
22027,20177602,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",6.70,"27,083 명"
22029,20179286,하이큐!! 콘셉트의 싸움,8.82,"25,144 명"
22080,20175054,메이즈 러너: 데스 큐어,7.84,"2,299,751 명"
22089,20178228,다키스트 아워,9.11,"37,520 명"
22096,20189525,젝스키스 에이틴,9.04,"50,419 명"
22098,20178808,주문은 토끼입니까?? ~디어 마이 시스터~,4.58,0
22099,20173662,리틀 뱀파이어,8.17,"23,014 명"
22147,20178230,커뮤터,8.09,"286,064 명"
22156,20168161,1급기밀,8.88,"218,808 명"
22157,20177473,비밥바룰라,8.91,"47,918 명"
22168,20178444,극장판 레이디버그: 미라클스톤의 비밀,9.43,"34,466 명"
22207,20179205,조선명탐정: 흡혈괴마의 비밀,6.62,"2,444,145 명"
22220,20168323,염력,4.99,"990,111 명"
22222,20178126,인시디어스4: 라스트 키,6.82,"554,535 명"
22226,20178395,12 솔져스,8.11,"223,740 명"
22238,20179228,마야2,9.35,"97,168 명"
22248,20178469,올 더 머니,7.97,"70,310 명"
22298,20189901,더 포리너,7.64,"41,574 명"
22305,20178672,패딩턴 2,9.10,"339,014 명"
22329,20189761,터닝메카드W: 반다인의 비밀 특별판,6.30,"21,947 명"
22359,20170841,리틀 포레스트,8.78,"1,507,596 명"
22360,20170561,블랙 팬서,7.48,"5,399,327 명"
22361,20168250,골든슬럼버,5.18,"1,387,562 명"
22363,20176121,흥부: 글로 세상을 바꾼 자,4.42,"416,346 명"
22364,20078561,명탐정 코난:감벽의 관,8.41,"242,603 명"
22429,20177946,월요일이 사라졌다,8.33,"903,195 명"
22433,20180542,50가지 그림자: 해방,7.95,"217,785 명"
22444,20173436,셰이프 오브 워터: 사랑의 모양,8.34,"507,412 명"
22488,20189882,반딧불이 딘딘,7.90,"36,744 명"
22500,20150969,궁합,6.44,"1,340,149 명"
22504,20179731,나미야 잡화점의 기적,7.34,"2,092 명"
22506,20180341,레드 스패로,8.55,"108,344 명"
22507,20189861,더 포스트,8.76,"140,473 명"
22508,20189663,게이트,3.62,"101,381 명"
22568,20170669,지금 만나러 갑니다,8.73,"177,955 명"
22570,20178781,사라진 밤,7.00,"1,315,735 명"
22576,20178490,온리 더 브레이브,9.28,"49,612 명"
22577,20176070,플로리다 프로젝트,8.63,"95,467 명"
22581,20180564,툼레이더,6.45,"540,412 명"
22637,20172244,치즈인더트랩,5.07,"229,005 명"
22644,20180302,허리케인 하이스트,7.39,"214,949 명"
22648,20180082,로건 럭키,7.53,"23,339 명"
22656,20178449,쓰리 빌보드,8.80,"97,480 명"
22708,20178522,콜 미 바이 유어 네임,7.78,"199,589 명"
22710,20174603,퍼시픽 림: 업라이징,6.67,"1,077,240 명"
22717,19900335,사랑과 영혼,미국,"16,223 명"
22726,20173962,소공녀,7.50,"59,685 명"
22729,20180804,곤지암,6.41,"2,675,883 명"
22739,20154908,7년의 밤,4.77,"528,014 명"
22745,20181366,미니특공대X,7.59,"100,164 명"
22776,20153447,바람 바람 바람,6.16,"1,194,239 명"
22779,20181561,덕구,9.42,"316,241 명"
22781,20171122,레디 플레이어 원,8.52,"2,254,442 명"
22786,20181621,막달라 마리아: 부활의 증인,6.98,"30,833 명"
22787,19720061,정무문,7.35,"9,597 명"
22849,20165045,머니백,5.87,"53,610 명"
22854,20178424,레이디 버드,8.50,"102,031 명"
22857,20181788,콰이어트 플레이스,7.72,"526,078 명"
22869,20182922,문호 스트레이독스 [데드 애플],8.15,0
22879,20182021,번개맨과 신비의 섬,9.43,"60,561 명"
22906,20176917,램페이지,8.28,"1,385,517 명"
22909,20182323,임을 위한 행진곡,3.64,"18,039 명"
22925,20182352,"그날, 바다",8.97,"540,631 명"
22957,20182221,스파키,8.87,"35,436 명"
22989,20182327,달링,9.34,"28,217 명"
23001,20177266,나를 기억해,6.60,"141,222 명"
23007,20182701,크리미널 스쿼드,7.75,"28,477 명"
23009,20182494,몬태나,8.67,"29,354 명"
23027,20182360,정글번치: 최강 악당의 등장,7.86,"37,343 명"
23053,20182561,당갈,9.47,"109,980 명"
23060,20177478,어벤져스: 인피니티 워,8.96,"11,212,710 명"
23063,20167007,살인소설,5.99,"49,685 명"
23068,20176101,클레어의 카메라,6.27,"9,439 명"
23077,20177005,레슬러,4.91,"771,159 명"
23078,19990050,박하사탕,9.06,"9,781 명"
23079,20183195,레오나르도 다 빈치,8.01,"64,655 명"
23089,20177962,당신의 부탁,7.86,"25,920 명"
23097,20182990,아기곰 보보 구출 대작전,7.53,"16,447 명"
23116,20189783,챔피언,6.29,"1,128,784 명"
23134,20182984,얼리맨,8.14,"122,359 명"
23142,20176069,원더스트럭,7.14,"26,915 명"
23145,20182385,매직빈,6.72,"57,009 명"
23148,20182989,커다랗고 커다랗고 커다란 배,9.00,"95,459 명"
23158,20183307,샷 콜러,8.42,"3,147 명"
23169,20176067,"부르고뉴, 와인에서 찾은 인생",8.68,"54,174 명"
23198,20183084,피터 래빗,8.77,"388,301 명"
23213,20183083,중2병이라도 사랑이 하고 싶어! 테이크 온 미,6.81,"26,612 명"
23214,20137352,루비 스팍스,7.54,"29,760 명"
23218,20159102,씨 오브 트리스,8.65,"7,601 명"
23228,20176848,데드풀 2,8.69,"5,191 명"
23229,20181823,보리 vs 매켄로,8.58,"9,215 명"
23253,20173202,버닝,6.64,"528,435 명"
23257,20183384,서산개척단,8.23,"5,260 명"
23266,20183381,5.18 힌츠페터 스토리,8.18,"10,715 명"
23267,20179383,독전,7.52,"5,063,844 명"
23274,20182046,"안녕, 나의 소녀",6.46,"111,794 명"
23288,20183321,마징가 Z: 인피니티,7.12,"22,407 명"
23307,20183741,다이노 헌터: 티렉스VS파키리노 대격돌,6.43,0
23334,20183801,트루스 오어 데어,7.17,"310,962 명"
23349,20181603,무문관,8.27,0
23352,20180789,한 솔로: 스타워즈 스토리,7.85,"213,986 명"
23359,20184132,"세라비, 이것이 인생!",8.72,"23,193 명"
23378,20184513,위 베어 베어스: 베이비 베어스,7.95,0
23408,20173865,데자뷰,4.49,"48,287 명"
23417,20176053,"스탠바이, 웬디",8.83,"47,472 명"
23419,20179106,겨울왕국의 무민,7.30,"24,665 명"
23428,20178161,탐정: 리턴즈,8.40,"3,152,895 명"
23429,20184668,디트로이트,8.16,"22,841 명"
23449,20180943,꼬마영웅 바비,8.46,"18,512 명"
23480,20179086,쥬라기 월드: 폴른 킹덤,8.00,"5,661,128 명"
23482,20135305,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,8.03,"183,426 명"
23484,20185081,아이 필 프리티,8.58,"241,295 명"
23485,20184261,벅스 프렌즈,8.06,"36,905 명"
23489,20184782,호비와 매직 아일랜드,9.10,"16,914 명"
23492,20184801,유전,7.22,"178,677 명"
23495,20184903,오션스8,7.63,"1,335,839 명"
23509,20184845,미드나잇 선,8.80,"326,086 명"
23536,20172469,허스토리,9.29,"337,424 명"
23538,20184101,여중생A,6.31,"97,986 명"
23548,20090834,아바타,일본,"13,338,863 명"
23557,20184512,토니스토리2: 고철왕국의 친구들,5.80,"16,685 명"
23567,20174369,변산,7.65,"490,519 명"
23577,20175527,더 펜션,5.82,"3,340 명"
23578,20184699,바르다가 사랑한 얼굴들,8.87,"31,361 명"
23579,20184762,류이치 사카모토: 코다,8.92,"14,331 명"
23615,20184689,아일라,9.49,"43,742 명"
23627,20185341,마녀,8.20,"3,189,091 명"
23659,20185648,유니콘 원정대: 비밀의 다이어리,8.13,"14,261 명"
23679,20182001,개들의 섬,8.37,"33,229 명"
23685,20184721,시카리오: 데이 오브 솔다도,8.42,"229,542 명"
23709,20185001,빅샤크: 매직체인지,6.98,"138,764 명"
23759,20180522,앤트맨과 와스프,8.62,"5,448,134 명"
23809,20184904,드래곤 프린세스,4.75,0
23831,20181443,스카이스크래퍼,7.60,"1,002,858 명"
23836,20182564,"오늘 밤, 로맨스 극장에서",8.43,"35,732 명"
23845,20175221,킬링 디어,6.82,"60,520 명"
23853,20180282,속닥속닥,5.07,"217,444 명"
23878,20185599,꼬마 보트 토토: 타요 타요 배 타요,6.27,"17,463 명"
23887,20181181,미션 임파서블: 폴아웃,9.12,"6,584,915 명"
23900,20183361,인크레더블 2,9.23,"3,033,105 명"
23904,20188042,독전: 익스텐디드 컷,7.52,"5,063,844 명"
23905,20185621,호텔 아르테미스,6.48,"77,794 명"
23916,20186001,신은 죽지 않았다 3: 어둠 속의 빛,8.32,"92,806 명"
23917,20186282,이별의 아침에 약속의 꽃을 장식하자,8.68,"37,764 명"
23958,20170942,인랑,3.85,0
23969,20186202,신과함께-인과 연,7.71,"12,276,350 명"
23973,20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,8.72,"678,091 명"
23979,20187682,해적왕 작스톰,9.01,"5,916 명"
23987,20186121,어느 가족,9.20,"174,395 명"
23989,20181942,맘마미아!2,8.96,"2,294,087 명"
23999,20110027,아이 엠 러브,7.85,"55,517 명"
24007,20186501,극장판 헬로카봇 : 백악기 시대,9.24,"879,682 명"
24038,20179101,공작,6.84,"4,975,517 명"
24047,20080071,노인을 위한 나라는 없다,한국,"90,023 명"
24058,20153446,너의 결혼식,8.40,"2,820,685 명"
24068,20179044,더 스퀘어,7.68,"16,915 명"
24097,20170670,목격자,4.81,"11,235 명"
24109,20187427,명탐정 코난 : 제로의 집행인,9.05,"419,998 명"
24114,20184802,몬스터 호텔 3,8.59,"1,071,436 명"
24178,20187647,나를 차버린 스파이,7.97,"264,766 명"
24179,20183584,메가로돈,5.84,1 명
24186,20187641,극장판 도라에몽: 진구의 보물섬,8.78,"183,220 명"
24199,20187683,플로이,8.26,"44,907 명"
24259,20187657,마일22,7.42,"69,837 명"
24307,20185046,서치,8.92,"2,950,097 명"
24321,20177537,상류사회,4.23,"768,249 명"
24403,20189362,업그레이드,9.04,"190,387 명"
24406,20189261,어드리프트:우리가 함께한 바다,8.72,"59,039 명"
24409,20188446,양말요정 휴고의 대모험,7.57,"25,578 명"
24447,20177308,협상,7.32,"1,967,149 명"
24449,20156554,물괴,4.80,"723,951 명"
24459,20172204,명당,7.05,"2,086,418 명"
24462,20188581,더 프레데터,5.78,"170,878 명"
24466,20176122,안시성,7.99,"5,441,020 명"
24477,20179189,암수살인,8.32,"3,789,553 명"
24479,20189262,더 넌,6.66,"1,011,580 명"
24489,20188567,더 게스트,"이탈리아, 스위스, 프랑스","11,518 명"
24496,20188342,바니부기: 드래곤 에그를 찾아서,7.10,"16,505 명"
24509,20180367,인디애니페스트 2018 새벽비행 2,0,0
24529,20167903,원더풀 고스트,6.62,"450,378 명"
24537,20189462,셜록 놈즈,8.51,"91,037 명"
24538,20173734,죄 많은 소녀,8.00,"22,001 명"
24539,20188242,타샤 튜더,9.03,"46,235 명"
24545,20189746,극장판 뽀잉: 슈퍼 변신의 비밀,8.99,"41,054 명"
24546,20189268,루이스,8.91,"93,067 명"
24548,20188304,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,8.84,"157,689 명"
24549,20185222,체실 비치에서,7.87,"30,421 명"
24559,20180610,"FIWOM 2018 웃어봐+수잔과 남자+내일, 또 내일, 그리고 또 내일+여자1 여자2 여자3+루비 파샤의 전설",0,0
24567,20180167,에그엔젤 코코밍: 두근두근 핼러윈 파티,5.33,0
24618,20189743,파이널 포트레이트,7.83,"16,954 명"
24656,20189067,미쓰백,9.09,"723,110 명"
24669,20189123,곰돌이 푸 다시 만나 행복해,8.96,"492,201 명"
24670,20177221,베놈,7.90,"3,888,096 명"
24734,20180523,스타 이즈 본,9.17,"512,921 명"
24735,20180770,다이노 어드벤처2: 육해공 공룡 대백과,5.12,0
24736,20180931,극장판 가면라이더 이그제이드: 트루 엔딩,8.41,"19,598 명"
24738,20189331,리즈와 파랑새,8.77,"21,210 명"
24746,20187521,펭귄 하이웨이,6.68,"34,802 명"
24749,20184678,배반의 장미,5.30,"41,054 명"
24756,20188661,에브리데이,7.55,"30,569 명"
24757,20181262,노크: 초대받지 않은 손님,5.07,"24,379 명"
24759,20180624,킨: 더 비기닝,6.61,"17,543 명"
24817,20186321,퍼스트맨,6.96,"665,984 명"
24828,20174981,창궐,5.05,"1,599,598 명"
24849,20180628,액슬,6.95,"18,219 명"
24868,20189281,폴란드로 간 아이들,9.32,"51,078 명"
24877,20177538,완벽한 타인,8.61,"5,294,154 명"
24879,20010291,해리포터와 마법사의 돌,9.25,"267,952 명"
24892,20182403,크레이지 리치 아시안,6.99,"154,297 명"
24898,20182748,알리바이 닷 컴,6.53,"10,616 명"
24919,20181669,윌리,7.55,"22,716 명"
24938,20185485,보헤미안 랩소디,9.42,"9,948,386 명"
24953,20181404,벽 속에 숨은 마법시계,5.95,"215,029 명"
24954,20180987,할로윈,6.29,"108,780 명"
24958,20181879,나츠메 우인장: 세상과 연을 맺다,9.26,"46,913 명"
24977,20181171,바울,9.16,"273,339 명"
24998,20181367,캡틴 스터비,9.43,"24,788 명"
25022,20170513,동네사람들,5.27,"461,693 명"
25028,20189869,해피 투게더,7.44,"27,046 명"
25033,20179006,여곡성,4.12,"67,368 명"
25037,20184481,성난황소,7.47,"1,593,386 명"
25049,20182693,구스범스: 몬스터의 역습,7.27,"25,857 명"
25058,20183063,박물관이 진짜 살아있다,7.56,0
25079,20186822,너의 췌장을 먹고 싶어,8.25,"52,413 명"
25089,20176814,신비한 동물들과 그린델왈드의 범죄,6.17,"2,414,195 명"
25094,20182935,출국,8.77,"81,880 명"
25103,20183050,번 더 스테이지: 더 무비,9.31,"315,012 명"
25129,20183009,로빈슨의 언더워터 어드벤처,6.23,0
25148,20177552,국가부도의 날,8.14,"3,755,233 명"
25153,20182669,툴리,8.98,"37,385 명"
25174,20183073,베일리 어게인,9.52,"93,801 명"
25197,20183043,캡틴 샤키,8.88,"15,121 명"
25198,20184514,꼬마비행기 피티와 친구들:사막구출 대작전,1.39,"13,710 명"
25214,20179230,도어락,5.92,"1,561,258 명"
25233,20181905,후드,6.51,"284,593 명"
25236,20183007,거미줄에 걸린 소녀,7.82,"32,418 명"
25259,20182966,투 프렌즈,4.46,0
25298,20181764,모어 댄 블루,8.14,"27,287 명"
25303,20178825,모털 엔진,6.11,"268,921 명"
25306,20183745,런닝맨 : 풀룰루의 역습,7.72,"187,777 명"
25313,20189843,호두까기 인형과 4개의 왕국,7.13,"518,312 명"
25315,20175547,스윙키즈,8.38,"1,473,125 명"
25318,20183288,헌터 킬러,9.37,"57,032 명"
25328,20184529,트와이스랜드,9.22,0
25337,20183650,번개맨의 비밀,9.00,"51,040 명"
25356,20183238,스파이더맨: 뉴 유니버스,9.22,"723,450 명"
25375,20182082,부탁 하나만 들어줘,7.76,"119,016 명"
25378,20183685,엘리엇과 산타 썰매단,6.51,"57,674 명"
25397,20168773,마약왕,6.33,"1,864,077 명"
25434,20184105,말모이,9.09,"2,866,453 명"
25438,20180290,아쿠아맨,8.35,"5,038,154 명"
25445,20182421,그린치,8.33,"552,970 명"
25447,20183375,극장판 포켓몬스터 모두의 이야기,8.96,"194,692 명"
25465,20170658,PMC: 더 벙커,5.19,"1,671,548 명"
25475,20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.18,"353,012 명"
25494,20186281,범블비,8.08,"1,561,643 명"
25503,20183785,점박이 한반도의 공룡2 : 새로운 낙원,9.13,"550,145 명"
25574,20184187,언니,5.52,"198,377 명"
25590,20189463,주먹왕 랄프 2: 인터넷 속으로,8.64,"1,758,891 명"
25598,20176251,내안의 그놈,8.17,"1,917,999 명"
25648,20186324,언더독,9.31,"195,565 명"
25655,20184574,그린 북,9.60,"443,364 명"
25663,20183915,극장판 공룡메카드: 타이니소어의 섬,9.14,"410,274 명"
25668,20184943,빌리어네어 보이즈클럽,5.00,"17,413 명"
25709,20185047,쿠르스크,8.66,"42,564 명"
25718,20166602,그대 이름은 장미,6.74,"89,238 명"
25724,20182588,미래의 미라이,6.02,"106,525 명"
25727,20182044,구스 베이비,8.81,"91,490 명"
25732,20182544,글래스,7.41,"466,575 명"
25738,20182530,극한직업,8.50,"16,265,658 명"
25798,20189385,몬스터 파크,7.26,"38,262 명"
25807,20184896,가버나움,9.59,"146,296 명"
25808,20180868,뺑반,5.99,"1,827,020 명"
25821,20185124,러브 유어셀프 인 서울,9.32,0
25845,20185881,증인,9.08,"2,534,793 명"
25859,20196263,챔피언스,8.13,"4,505 명"
25862,20186261,드래곤 길들이기 3,9.25,"1,507,922 명"
25868,20174169,기묘한 가족,6.08,"263,598 명"
25873,20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,8.74,"575,362 명"
25879,20184274,사랑은 비가 갠 뒤처럼,8.74,"13,500 명"
25886,20188282,알리타: 배틀 엔젤,8.69,"1,952,063 명"
25935,20185444,레고 무비2,8.73,"88,392 명"
25989,20195790,콜드 워,8.29,"27,768 명"
26007,20196404,신밧드와 마법 양탄자,8.33,"30,534 명"
26012,20195915,해피 데스데이 2 유,7.34,"412,850 명"
26015,20162003,명탐정 코난:전율의 악보,8.27,"116,059 명"
26016,20184888,메리 포핀스 리턴즈,8.16,"224,160 명"
26018,20195984,드래곤볼 슈퍼: 브로리,9.10,"35,989 명"
26068,20020222,해리포터와 비밀의 방,8.86,"137,788 명"
26069,20177539,사바하,7.27,"2,398,581 명"
26073,20185576,콜드 체이싱,6.71,"101,694 명"
26076,20195743,신데렐라:마법 반지의 비밀,6.33,"284,922 명"
26118,20180937,더 페이버릿: 여왕의 여자,8.76,"164,372 명"
26142,20196601,항거:유관순 이야기,8.63,"1,157,949 명"
26144,20176442,자전차왕 엄복동,3.83,"172,212 명"
26145,20195791,"어쩌다, 결혼",4.43,"76,846 명"
26157,20196585,슈퍼미니 2,7.92,"48,944 명"
26199,20195789,빠삐용,8.56,"34,638 명"
26208,20185350,칠곡 가시나들,9.12,"42,450 명"
26210,20181877,캡틴 마블,6.75,"5,802,811 명"
26215,20176103,돈,7.40,"3,389,125 명"
26218,20195943,브라더 오브 더 이어,8.80,"5,266 명"
26219,20196323,더 와이프,8.52,"41,538 명"
26228,20197723,킹 오브 프리즘 -샤이니 세븐 스타즈-,6.56,"14,638 명"
26239,20183085,질투의 역사,5.07,"3,372 명"
26246,20177282,리노,8.09,"20,699 명"
26267,20175407,우상,3.93,"183,784 명"
26269,20197483,1919 유관순,8.31,"61,938 명"
26275,20197283,이스케이프 룸,7.62,"563,114 명"
26288,20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,7.98,"45,156 명"
26289,20197846,악질경찰,5.81,"262,235 명"
26292,20197356,라스트 미션,미국,"101,465 명"
26297,20197783,철벽선생,7.65,"22,567 명"
26317,20196723,숲속왕국의 꿀벌 여왕,8.66,"22,241 명"
26337,20183096,생일,7.22,"1,197,565 명"
26366,20196820,양지의 그녀,8.51,"14,350 명"
26376,20183773,장난스런 키스,8.18,"428,009 명"
26385,20197617,정글북: 마법 원정대,6.99,"25,419 명"
26415,20197987,더 길티,7.57,"30,824 명"
26419,20197092,로망,9.31,"81,754 명"
26420,20185352,어스,스리랑카,"1,475,088 명"
26424,20196025,덤보,8.93,0
26426,20166301,썬키스 패밀리,5.85,"31,742 명"
26438,20198146,콜레트,8.67,"51,246 명"
26439,20198403,파이브 피트,9.00,"98,661 명"
26469,20197552,출동! 도토리 구조대,4.60,"11,676 명"
26476,20180825,미성년,8.33,"293,352 명"
26488,20196244,샤잠!,5.82,"657,294 명"
26498,20198104,바이스,8.41,"136,483 명"
26509,20199814,킹 오브 프리즘 –샤이니 세븐 스타즈- II 카케루x조지x미나토,2.48,0
26519,20198043,아픈 만큼 사랑한다,9.78,"16,154 명"
26528,20198023,고릴라와 슈퍼레이스,7.41,0
26548,20188393,"다시, 봄",8.09,"29,048 명"
26561,20185406,헬보이,6.81,"323,198 명"
26563,20197423,공포의 묘지,미국,"102,826 명"
26576,20198844,아이 엠 마더,7.52,"94,119 명"
26624,20185784,나의 특별한 형제,8.91,"1,478,300 명"
26631,20183454,요로나의 저주,6.82,"202,756 명"
26634,20182501,왓칭,미국,"55,366 명"
26638,19990220,노팅 힐,9.09,"63,375 명"
26642,20198982,크게 될 놈,8.79,"102,374 명"
26700,20184889,어벤져스: 엔드게임,9.38,"13,934,604 명"
26708,20198912,노무현과 바보들,6.75,"23,371 명"
26709,20199189,미스 스티븐스,7.90,"19,925 명"
26711,20198183,뽀로로 극장판 보물섬 대모험,9.28,"766,912 명"
26718,20169323,안도 타다오,8.34,"35,117 명"
26753,20199448,어린 의뢰인,9.02,"204,259 명"
26755,20197147,어글리 돌,9.07,"52,602 명"
26759,20197503,서스페리아,6.87,"33,030 명"
26763,20184082,걸캅스,5.69,"1,629,528 명"
26775,20199736,프렌즈: 둥지탈출,8.74,"17,211 명"
26783,20060347,판의 미로 - 오필리아와 세 개의 열쇠,7.91,"493,985 명"
26784,20187981,배심원들,8.89,"288,579 명"
26786,20198598,명탐정 피카츄,8.09,"686,811 명"
26788,20190923,킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오×유우×알렉,6.80,0
26832,20188941,악인전,7.88,"3,364,712 명"
26842,20185384,호텔 뭄바이,9.07,"74,034 명"
26845,20199623,고양이 여행 리포트,8.71,"11,321 명"
26858,20199923,라플라스의 마녀,5.56,"9,666 명"
26859,20199949,벤 이즈 백,8.59,"14,058 명"
26868,20186651,뷰티풀 보이스,5.62,"2,439 명"
26927,20198597,교회오빠,9.23,"112,854 명"
26928,20190270,나의 히어로 아카데미아 더 무비: 두 명의 히어로,9.38,"19,917 명"
26979,20190725,물의 기억,한국,"20,010 명"
26989,20183867,알라딘,9.38,1 명
26994,20199822,더 보이,7.43,"24,554 명"
27018,20190261,언더 더 씨2,2.37,"13,086 명"
27028,20199954,해피타임 스파이,7.41,"10,751 명"
27039,20191141,시민 노무현,5.75,"14,500 명"
27046,20183782,기생충,8.48,"10,289,404 명"
27049,20190273,천로역정: 천국을 찾아서,8.76,"296,985 명"
27052,20184865,고질라: 킹 오브 몬스터,6.94,"359,041 명"
27053,20188144,0.0MHz,4.99,"137,294 명"
27069,20191844,킹 오브 프리즘 –샤이니 세븐 스타즈- IV 루이x신x언노운,6.56,"14,638 명"
27079,20198453,롱 리브 더 킹: 목포 영웅,7.53,"1,094,404 명"
27086,20192001,피터팬: 후크 선장과 결투의 날,6.61,"12,221 명"
27108,20198291,로켓맨,오스트레일리아,"108,586 명"
27121,20182387,엑스맨: 다크 피닉스,5.97,"862,633 명"
27133,19880001,이웃집 토토로,9.26,0
27135,20199063,빅샤크2: 해저2만리,7.95,"53,147 명"
27139,20191342,폴라로이드,5.26,"10,510 명"
27185,20196657,맨 인 블랙: 인터내셔널,5.10,"851,917 명"
27205,20191401,업사이드,6.54,"44,589 명"
27206,20190466,세상을 바꾼 변호인,8.93,"49,625 명"
27228,20190793,엘리펀트킹 덤보,4.80,0
27256,20182585,비스트,5.21,"203,042 명"
27269,20196655,존 윅 3: 파라벨룸,8.02,"1,004,385 명"
27270,20184047,토이 스토리 4,9.04,"3,400,623 명"
27275,20190885,사탄의 인형,8.87,"60,340 명"
27277,20190002,롱 샷,미국,"191,122 명"
27278,20192022,마담 싸이코,6.81,"42,742 명"
27279,20198526,쓰리 세컨즈,9.12,"10,659 명"
27287,20191781,북클럽,8.16,"30,069 명"
27333,20199951,애나벨 집으로,6.24,"481,766 명"
27349,20070602,마녀배달부 키키,일본,"59,646 명"
27383,20196309,스파이더맨: 파 프롬 홈,8.33,"8,021,199 명"
27407,20192591,BIFAN2019 판타스틱 단편 걸작선 1,한국,0
27429,20185241,칠드런 액트,8.61,"25,278 명"
27439,20192689,별의 정원,9.37,"14,293 명"
27456,20185353,기방도령,5.69,"287,053 명"
27459,20185986,진범,6.35,"168,119 명"
27469,20192151,미드소마,6.48,"88,079 명"
27479,20198323,레드슈즈,9.22,"817,729 명"
27487,20191601,극장판 엉덩이 탐정: 화려한 사건 수첩,3.94,"138,118 명"
27540,20175771,라이온 킹,8.27,"4,743,264 명"
27544,20192222,사일런스,인도,"54,158 명"
27557,20184621,엑시트,8.29,"9,426,131 명"
27558,20182490,나랏말싸미,3.37,"958,775 명"
27598,20180442,사자,6.89,"1,611,163 명"
